"ID","SO2_MAS+0","SO2_MAS+1","SO2_MAS+2","SO2_MAS+3","SO2_MAS+4","SO2_MAS+5","SO2_MAS+6","SO2_MAS+7","SO2_MAS+8","SO2_MAS+9","SO2_MAS+10","SO2_MAS+11"
134,1,1,1,1,1,1,1,1,2,2,3,3
135,1,1,1,1,1,1,1,2,2,3,3,4
136,1,1,1,1,1,1,2,2,3,3,4,4
137,1,1,1,1,1,2,2,3,3,4,4,4
138,1,1,1,1,2,2,3,3,4,4,4,6
139,1,1,1,2,2,3,3,4,4,4,6,19
140,1,1,2,2,3,3,4,4,4,6,19,16
141,1,2,2,3,3,4,4,4,6,19,16,8
142,2,2,3,3,4,4,4,6,19,16,8,5
143,2,3,3,4,4,4,6,19,16,8,5,4
144,3,3,4,4,4,6,19,16,8,5,4,2
145,3,4,4,4,6,19,16,8,5,4,2,2
146,4,4,4,6,19,16,8,5,4,2,2,2
147,4,4,6,19,16,8,5,4,2,2,2,1
148,4,6,19,16,8,5,4,2,2,2,1,2
149,6,19,16,8,5,4,2,2,2,1,2,2
150,19,16,8,5,4,2,2,2,1,2,2,2
151,16,8,5,4,2,2,2,1,2,2,2,3
152,8,5,4,2,2,2,1,2,2,2,3,2
153,5,4,2,2,2,1,2,2,2,3,2,2
154,4,2,2,2,1,2,2,2,3,2,2,4
155,2,2,2,1,2,2,2,3,2,2,4,4
156,2,2,1,2,2,2,3,2,2,4,4,4
157,2,1,2,2,2,3,2,2,4,4,4,5
158,1,2,2,2,3,2,2,4,4,4,5,7
159,2,2,2,3,2,2,4,4,4,5,7,8
160,2,2,3,2,2,4,4,4,5,7,8,7
161,2,3,2,2,4,4,4,5,7,8,7,6
162,3,2,2,4,4,4,5,7,8,7,6,10
163,2,2,4,4,4,5,7,8,7,6,10,23
164,2,4,4,4,5,7,8,7,6,10,23,44
165,4,4,4,5,7,8,7,6,10,23,44,49
166,4,4,5,7,8,7,6,10,23,44,49,42
167,4,5,7,8,7,6,10,23,44,49,42,52
168,5,7,8,7,6,10,23,44,49,42,52,44
169,7,8,7,6,10,23,44,49,42,52,44,22
170,8,7,6,10,23,44,49,42,52,44,22,9
171,7,6,10,23,44,49,42,52,44,22,9,7
172,6,10,23,44,49,42,52,44,22,9,7,7
173,10,23,44,49,42,52,44,22,9,7,7,4
174,23,44,49,42,52,44,22,9,7,7,4,4
175,44,49,42,52,44,22,9,7,7,4,4,3
176,49,42,52,44,22,9,7,7,4,4,3,3
177,42,52,44,22,9,7,7,4,4,3,3,4
178,52,44,22,9,7,7,4,4,3,3,4,8
179,44,22,9,7,7,4,4,3,3,4,8,29
180,22,9,7,7,4,4,3,3,4,8,29,30
181,9,7,7,4,4,3,3,4,8,29,30,27
182,7,7,4,4,3,3,4,8,29,30,27,21
183,7,4,4,3,3,4,8,29,30,27,21,16
184,4,4,3,3,4,8,29,30,27,21,16,11
185,4,3,3,4,8,29,30,27,21,16,11,8
186,3,3,4,8,29,30,27,21,16,11,8,10
187,3,4,8,29,30,27,21,16,11,8,10,23
188,4,8,29,30,27,21,16,11,8,10,23,10
189,8,29,30,27,21,16,11,8,10,23,10,4
190,29,30,27,21,16,11,8,10,23,10,4,3
191,30,27,21,16,11,8,10,23,10,4,3,3
192,27,21,16,11,8,10,23,10,4,3,3,2
193,21,16,11,8,10,23,10,4,3,3,2,2
194,16,11,8,10,23,10,4,3,3,2,2,2
195,11,8,10,23,10,4,3,3,2,2,2,2
196,8,10,23,10,4,3,3,2,2,2,2,2
197,10,23,10,4,3,3,2,2,2,2,2,2
198,23,10,4,3,3,2,2,2,2,2,2,2
199,10,4,3,3,2,2,2,2,2,2,2,2
200,4,3,3,2,2,2,2,2,2,2,2,2
201,3,3,2,2,2,2,2,2,2,2,2,2
202,3,2,2,2,2,2,2,2,2,2,2,2
203,2,2,2,2,2,2,2,2,2,2,2,2
204,2,2,2,2,2,2,2,2,2,2,2,1
205,2,2,2,2,2,2,2,2,2,2,1,1
206,2,2,2,2,2,2,2,2,2,1,1,2
207,2,2,2,2,2,2,2,2,1,1,2,1
208,2,2,2,2,2,2,2,1,1,2,1,1
209,2,2,2,2,2,2,1,1,2,1,1,1
210,2,2,2,2,2,1,1,2,1,1,1,1
211,2,2,2,2,1,1,2,1,1,1,1,1
212,2,2,2,1,1,2,1,1,1,1,1,1
213,2,2,1,1,2,1,1,1,1,1,1,1
214,2,1,1,2,1,1,1,1,1,1,1,1
215,1,1,2,1,1,1,1,1,1,1,1,1
216,1,2,1,1,1,1,1,1,1,1,1,1
217,2,1,1,1,1,1,1,1,1,1,1,1
218,1,1,1,1,1,1,1,1,1,1,1,1
219,1,1,1,1,1,1,1,1,1,1,1,1
220,1,1,1,1,1,1,1,1,1,1,1,2
221,1,1,1,1,1,1,1,1,1,1,2,2
222,1,1,1,1,1,1,1,1,1,2,2,2
223,1,1,1,1,1,1,1,1,2,2,2,2
224,1,1,1,1,1,1,1,2,2,2,2,2
225,1,1,1,1,1,1,2,2,2,2,2,1
226,1,1,1,1,1,2,2,2,2,2,1,2
227,1,1,1,1,2,2,2,2,2,1,2,1
228,1,1,1,2,2,2,2,2,1,2,1,2
229,1,1,2,2,2,2,2,1,2,1,2,1
230,1,2,2,2,2,2,1,2,1,2,1,2
231,2,2,2,2,2,1,2,1,2,1,2,1
232,2,2,2,2,1,2,1,2,1,2,1,1
233,2,2,2,1,2,1,2,1,2,1,1,2
234,2,2,1,2,1,2,1,2,1,1,2,2
235,2,1,2,1,2,1,2,1,1,2,2,2
236,1,2,1,2,1,2,1,1,2,2,2,1
237,2,1,2,1,2,1,1,2,2,2,1,1
238,1,2,1,2,1,1,2,2,2,1,1,2
239,2,1,2,1,1,2,2,2,1,1,2,1
240,1,2,1,1,2,2,2,1,1,2,1,2
241,2,1,1,2,2,2,1,1,2,1,2,1
242,1,1,2,2,2,1,1,2,1,2,1,1
243,1,2,2,2,1,1,2,1,2,1,1,2
244,2,2,2,1,1,2,1,2,1,1,2,1
245,2,2,1,1,2,1,2,1,1,2,1,2
246,2,1,1,2,1,2,1,1,2,1,2,2
247,1,1,2,1,2,1,1,2,1,2,2,1
248,1,2,1,2,1,1,2,1,2,2,1,1
249,2,1,2,1,1,2,1,2,2,1,1,2
250,1,2,1,1,2,1,2,2,1,1,2,2
251,2,1,1,2,1,2,2,1,1,2,2,2
252,1,1,2,1,2,2,1,1,2,2,2,1
253,1,2,1,2,2,1,1,2,2,2,1,2
254,2,1,2,2,1,1,2,2,2,1,2,2
255,1,2,2,1,1,2,2,2,1,2,2,2
256,2,2,1,1,2,2,2,1,2,2,2,1
257,2,1,1,2,2,2,1,2,2,2,1,2
258,1,1,2,2,2,1,2,2,2,1,2,2
259,1,2,2,2,1,2,2,2,1,2,2,2
260,2,2,2,1,2,2,2,1,2,2,2,3
261,2,2,1,2,2,2,1,2,2,2,3,3
262,2,1,2,2,2,1,2,2,2,3,3,2
263,1,2,2,2,1,2,2,2,3,3,2,2
264,2,2,2,1,2,2,2,3,3,2,2,2
265,2,2,1,2,2,2,3,3,2,2,2,2
266,2,1,2,2,2,3,3,2,2,2,2,2
267,1,2,2,2,3,3,2,2,2,2,2,2
268,2,2,2,3,3,2,2,2,2,2,2,1
269,2,2,3,3,2,2,2,2,2,2,1,2
270,2,3,3,2,2,2,2,2,2,1,2,2
271,3,3,2,2,2,2,2,2,1,2,2,1
272,3,2,2,2,2,2,2,1,2,2,1,1
273,2,2,2,2,2,2,1,2,2,1,1,2
274,2,2,2,2,2,1,2,2,1,1,2,2
275,2,2,2,2,1,2,2,1,1,2,2,2
276,2,2,2,1,2,2,1,1,2,2,2,0
277,2,2,1,2,2,1,1,2,2,2,0,0
278,2,1,2,2,1,1,2,2,2,0,0,0
279,1,2,2,1,1,2,2,2,0,0,0,0
280,2,2,1,1,2,2,2,0,0,0,0,0
281,2,1,1,2,2,2,0,0,0,0,0,0
282,1,1,2,2,2,0,0,0,0,0,0,0
283,1,2,2,2,0,0,0,0,0,0,0,0
284,2,2,2,0,0,0,0,0,0,0,0,0
285,2,2,0,0,0,0,0,0,0,0,0,0
286,2,0,0,0,0,0,0,0,0,0,0,0
287,0,0,0,0,0,0,0,0,0,0,0,0
288,0,0,0,0,0,0,0,0,0,0,0,0
289,0,0,0,0,0,0,0,0,0,0,0,0
290,0,0,0,0,0,0,0,0,0,0,0,0
291,0,0,0,0,0,0,0,0,0,0,0,0
292,0,0,0,0,0,0,0,0,0,0,0,0
293,0,0,0,0,0,0,0,0,0,0,0,0
294,0,0,0,0,0,0,0,0,0,0,0,0
295,0,0,0,0,0,0,0,0,0,0,0,0
296,0,0,0,0,0,0,0,0,0,0,0,0
297,0,0,0,0,0,0,0,0,0,0,0,0
298,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0
300,0,0,0,0,0,0,0,0,0,0,0,0
301,0,0,0,0,0,0,0,0,0,0,0,0
302,0,0,0,0,0,0,0,0,0,0,0,0
303,0,0,0,0,0,0,0,0,0,0,0,0
304,0,0,0,0,0,0,0,0,0,0,0,0
305,0,0,0,0,0,0,0,0,0,0,0,0
306,0,0,0,0,0,0,0,0,0,0,0,0
307,0,0,0,0,0,0,0,0,0,0,0,0
308,0,0,0,0,0,0,0,0,0,0,0,0
309,0,0,0,0,0,0,0,0,0,0,0,0
310,0,0,0,0,0,0,0,0,0,0,0,0
311,0,0,0,0,0,0,0,0,0,0,0,0
312,0,0,0,0,0,0,0,0,0,0,0,0
313,0,0,0,0,0,0,0,0,0,0,0,0
314,0,0,0,0,0,0,0,0,0,0,0,0
315,0,0,0,0,0,0,0,0,0,0,0,0
316,0,0,0,0,0,0,0,0,0,0,0,0
317,0,0,0,0,0,0,0,0,0,0,0,0
318,0,0,0,0,0,0,0,0,0,0,0,0
319,0,0,0,0,0,0,0,0,0,0,0,0
320,0,0,0,0,0,0,0,0,0,0,0,0
321,0,0,0,0,0,0,0,0,0,0,0,0
322,0,0,0,0,0,0,0,0,0,0,0,0
323,0,0,0,0,0,0,0,0,0,0,0,0
324,0,0,0,0,0,0,0,0,0,0,0,0
325,0,0,0,0,0,0,0,0,0,0,0,0
326,0,0,0,0,0,0,0,0,0,0,0,0
327,0,0,0,0,0,0,0,0,0,0,0,0
328,0,0,0,0,0,0,0,0,0,0,0,0
329,0,0,0,0,0,0,0,0,0,0,0,0
330,0,0,0,0,0,0,0,0,0,0,0,0
331,0,0,0,0,0,0,0,0,0,0,0,0
332,0,0,0,0,0,0,0,0,0,0,0,0
333,0,0,0,0,0,0,0,0,0,0,0,0
334,0,0,0,0,0,0,0,0,0,0,0,0
335,0,0,0,0,0,0,0,0,0,0,0,0
336,0,0,0,0,0,0,0,0,0,0,0,0
337,0,0,0,0,0,0,0,0,0,0,0,0
338,0,0,0,0,0,0,0,0,0,0,0,0
339,0,0,0,0,0,0,0,0,0,0,0,0
340,0,0,0,0,0,0,0,0,0,0,0,0
341,0,0,0,0,0,0,0,0,0,0,0,0
342,0,0,0,0,0,0,0,0,0,0,0,0
343,0,0,0,0,0,0,0,0,0,0,0,0
344,0,0,0,0,0,0,0,0,0,0,0,0
345,0,0,0,0,0,0,0,0,0,0,0,0
346,0,0,0,0,0,0,0,0,0,0,0,0
347,0,0,0,0,0,0,0,0,0,0,0,0
348,0,0,0,0,0,0,0,0,0,0,0,1
349,0,0,0,0,0,0,0,0,0,0,1,2
350,0,0,0,0,0,0,0,0,0,1,2,1
351,0,0,0,0,0,0,0,0,1,2,1,1
352,0,0,0,0,0,0,0,1,2,1,1,2
353,0,0,0,0,0,0,1,2,1,1,2,2
354,0,0,0,0,0,1,2,1,1,2,2,3
355,0,0,0,0,1,2,1,1,2,2,3,5
356,0,0,0,1,2,1,1,2,2,3,5,6
357,0,0,1,2,1,1,2,2,3,5,6,6
358,0,1,2,1,1,2,2,3,5,6,6,4
359,1,2,1,1,2,2,3,5,6,6,4,4
360,2,1,1,2,2,3,5,6,6,4,4,3
361,1,1,2,2,3,5,6,6,4,4,3,3
362,1,2,2,3,5,6,6,4,4,3,3,2
363,2,2,3,5,6,6,4,4,3,3,2,3
364,2,3,5,6,6,4,4,3,3,2,3,3
365,3,5,6,6,4,4,3,3,2,3,3,2
366,5,6,6,4,4,3,3,2,3,3,2,2
367,6,6,4,4,3,3,2,3,3,2,2,2
368,6,4,4,3,3,2,3,3,2,2,2,1
369,4,4,3,3,2,3,3,2,2,2,1,2
370,4,3,3,2,3,3,2,2,2,1,2,2
371,3,3,2,3,3,2,2,2,1,2,2,1
372,3,2,3,3,2,2,2,1,2,2,1,2
373,2,3,3,2,2,2,1,2,2,1,2,2
374,3,3,2,2,2,1,2,2,1,2,2,1
375,3,2,2,2,1,2,2,1,2,2,1,2
376,2,2,2,1,2,2,1,2,2,1,2,2
377,2,2,1,2,2,1,2,2,1,2,2,1
378,2,1,2,2,1,2,2,1,2,2,1,1
379,1,2,2,1,2,2,1,2,2,1,1,2
380,2,2,1,2,2,1,2,2,1,1,2,1
381,2,1,2,2,1,2,2,1,1,2,1,1
382,1,2,2,1,2,2,1,1,2,1,1,1
383,2,2,1,2,2,1,1,2,1,1,1,1
384,2,1,2,2,1,1,2,1,1,1,1,1
385,1,2,2,1,1,2,1,1,1,1,1,2
386,2,2,1,1,2,1,1,1,1,1,2,2
387,2,1,1,2,1,1,1,1,1,2,2,1
388,1,1,2,1,1,1,1,1,2,2,1,1
389,1,2,1,1,1,1,1,2,2,1,1,1
390,2,1,1,1,1,1,2,2,1,1,1,1
391,1,1,1,1,1,2,2,1,1,1,1,1
392,1,1,1,1,2,2,1,1,1,1,1,1
393,1,1,1,2,2,1,1,1,1,1,1,2
394,1,1,2,2,1,1,1,1,1,1,2,1
395,1,2,2,1,1,1,1,1,1,2,1,1
396,2,2,1,1,1,1,1,1,2,1,1,1
397,2,1,1,1,1,1,1,2,1,1,1,2
398,1,1,1,1,1,1,2,1,1,1,2,1
399,1,1,1,1,1,2,1,1,1,2,1,1
400,1,1,1,1,2,1,1,1,2,1,1,1
401,1,1,1,2,1,1,1,2,1,1,1,1
402,1,1,2,1,1,1,2,1,1,1,1,1
403,1,2,1,1,1,2,1,1,1,1,1,1
404,2,1,1,1,2,1,1,1,1,1,1,1
405,1,1,1,2,1,1,1,1,1,1,1,1
406,1,1,2,1,1,1,1,1,1,1,1,1
407,1,2,1,1,1,1,1,1,1,1,1,1
408,2,1,1,1,1,1,1,1,1,1,1,2
409,1,1,1,1,1,1,1,1,1,1,2,1
410,1,1,1,1,1,1,1,1,1,2,1,1
411,1,1,1,1,1,1,1,1,2,1,1,1
412,1,1,1,1,1,1,1,2,1,1,1,1
413,1,1,1,1,1,1,2,1,1,1,1,1
414,1,1,1,1,1,2,1,1,1,1,1,1
415,1,1,1,1,2,1,1,1,1,1,1,1
416,1,1,1,2,1,1,1,1,1,1,1,1
417,1,1,2,1,1,1,1,1,1,1,1,1
418,1,2,1,1,1,1,1,1,1,1,1,1
419,2,1,1,1,1,1,1,1,1,1,1,1
420,1,1,1,1,1,1,1,1,1,1,1,0
421,1,1,1,1,1,1,1,1,1,1,0,0
422,1,1,1,1,1,1,1,1,1,0,0,0
423,1,1,1,1,1,1,1,1,0,0,0,0
424,1,1,1,1,1,1,1,0,0,0,0,0
425,1,1,1,1,1,1,0,0,0,0,0,0
426,1,1,1,1,1,0,0,0,0,0,0,0
427,1,1,1,1,0,0,0,0,0,0,0,0
428,1,1,1,0,0,0,0,0,0,0,0,0
429,1,1,0,0,0,0,0,0,0,0,0,0
430,1,0,0,0,0,0,0,0,0,0,0,0
431,0,0,0,0,0,0,0,0,0,0,0,0
432,0,0,0,0,0,0,0,0,0,0,0,0
433,0,0,0,0,0,0,0,0,0,0,0,0
434,0,0,0,0,0,0,0,0,0,0,0,0
435,0,0,0,0,0,0,0,0,0,0,0,0
436,0,0,0,0,0,0,0,0,0,0,0,0
437,0,0,0,0,0,0,0,0,0,0,0,0
438,0,0,0,0,0,0,0,0,0,0,0,0
439,0,0,0,0,0,0,0,0,0,0,0,0
440,0,0,0,0,0,0,0,0,0,0,0,0
441,0,0,0,0,0,0,0,0,0,0,0,0
442,0,0,0,0,0,0,0,0,0,0,0,0
443,0,0,0,0,0,0,0,0,0,0,0,0
444,0,0,0,0,0,0,0,0,0,0,0,0
445,0,0,0,0,0,0,0,0,0,0,0,0
446,0,0,0,0,0,0,0,0,0,0,0,0
447,0,0,0,0,0,0,0,0,0,0,0,0
448,0,0,0,0,0,0,0,0,0,0,0,0
449,0,0,0,0,0,0,0,0,0,0,0,0
450,0,0,0,0,0,0,0,0,0,0,0,0
451,0,0,0,0,0,0,0,0,0,0,0,0
452,0,0,0,0,0,0,0,0,0,0,0,0
453,0,0,0,0,0,0,0,0,0,0,0,0
454,0,0,0,0,0,0,0,0,0,0,0,0
455,0,0,0,0,0,0,0,0,0,0,0,0
456,0,0,0,0,0,0,0,0,0,0,0,0
457,0,0,0,0,0,0,0,0,0,0,0,0
458,0,0,0,0,0,0,0,0,0,0,0,0
459,0,0,0,0,0,0,0,0,0,0,0,0
460,0,0,0,0,0,0,0,0,0,0,0,0
461,0,0,0,0,0,0,0,0,0,0,0,0
462,0,0,0,0,0,0,0,0,0,0,0,0
463,0,0,0,0,0,0,0,0,0,0,0,0
464,0,0,0,0,0,0,0,0,0,0,0,0
465,0,0,0,0,0,0,0,0,0,0,0,0
466,0,0,0,0,0,0,0,0,0,0,0,0
467,0,0,0,0,0,0,0,0,0,0,0,0
468,0,0,0,0,0,0,0,0,0,0,0,2
469,0,0,0,0,0,0,0,0,0,0,2,2
470,0,0,0,0,0,0,0,0,0,2,2,1
471,0,0,0,0,0,0,0,0,2,2,1,2
472,0,0,0,0,0,0,0,2,2,1,2,1
473,0,0,0,0,0,0,2,2,1,2,1,2
474,0,0,0,0,0,2,2,1,2,1,2,2
475,0,0,0,0,2,2,1,2,1,2,2,1
476,0,0,0,2,2,1,2,1,2,2,1,2
477,0,0,2,2,1,2,1,2,2,1,2,2
478,0,2,2,1,2,1,2,2,1,2,2,2
479,2,2,1,2,1,2,2,1,2,2,2,1
480,2,1,2,1,2,2,1,2,2,2,1,2
481,1,2,1,2,2,1,2,2,2,1,2,2
482,2,1,2,2,1,2,2,2,1,2,2,2
483,1,2,2,1,2,2,2,1,2,2,2,1
484,2,2,1,2,2,2,1,2,2,2,1,2
485,2,1,2,2,2,1,2,2,2,1,2,2
486,1,2,2,2,1,2,2,2,1,2,2,1
487,2,2,2,1,2,2,2,1,2,2,1,1
488,2,2,1,2,2,2,1,2,2,1,1,2
489,2,1,2,2,2,1,2,2,1,1,2,2
490,1,2,2,2,1,2,2,1,1,2,2,1
491,2,2,2,1,2,2,1,1,2,2,1,1
492,2,2,1,2,2,1,1,2,2,1,1,2
493,2,1,2,2,1,1,2,2,1,1,2,2
494,1,2,2,1,1,2,2,1,1,2,2,1
495,2,2,1,1,2,2,1,1,2,2,1,2
496,2,1,1,2,2,1,1,2,2,1,2,2
497,1,1,2,2,1,1,2,2,1,2,2,2
498,1,2,2,1,1,2,2,1,2,2,2,1
499,2,2,1,1,2,2,1,2,2,2,1,2
500,2,1,1,2,2,1,2,2,2,1,2,2
501,1,1,2,2,1,2,2,2,1,2,2,2
502,1,2,2,1,2,2,2,1,2,2,2,2
503,2,2,1,2,2,2,1,2,2,2,2,2
504,2,1,2,2,2,1,2,2,2,2,2,2
505,1,2,2,2,1,2,2,2,2,2,2,2
506,2,2,2,1,2,2,2,2,2,2,2,2
507,2,2,1,2,2,2,2,2,2,2,2,2
508,2,1,2,2,2,2,2,2,2,2,2,2
509,1,2,2,2,2,2,2,2,2,2,2,2
510,2,2,2,2,2,2,2,2,2,2,2,2
511,2,2,2,2,2,2,2,2,2,2,2,2
512,2,2,2,2,2,2,2,2,2,2,2,1
513,2,2,2,2,2,2,2,2,2,2,1,2
514,2,2,2,2,2,2,2,2,2,1,2,2
515,2,2,2,2,2,2,2,2,1,2,2,1
516,2,2,2,2,2,2,2,1,2,2,1,2
517,2,2,2,2,2,2,1,2,2,1,2,1
518,2,2,2,2,2,1,2,2,1,2,1,2
519,2,2,2,2,1,2,2,1,2,1,2,2
520,2,2,2,1,2,2,1,2,1,2,2,2
521,2,2,1,2,2,1,2,1,2,2,2,2
522,2,1,2,2,1,2,1,2,2,2,2,1
523,1,2,2,1,2,1,2,2,2,2,1,2
524,2,2,1,2,1,2,2,2,2,1,2,2
525,2,1,2,1,2,2,2,2,1,2,2,2
526,1,2,1,2,2,2,2,1,2,2,2,2
527,2,1,2,2,2,2,1,2,2,2,2,2
